blueWardsPlaced,blueWardsDestroyed,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled,Wins,WardsPlaced,WardsDestroyed,Kills,Deaths,Assists,Dragons,Heralds,TowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled
16,1,7,10,8,0,0,0,161,47,17,5,10,7,8,1,0,0,225,70,lose,0,0,0,1,1,0,1,1,0,0
42,3,3,4,4,0,0,0,229,48,51,2,4,3,4,0,0,0,244,64,lose,0,1,0,1,1,1,1,1,0,0
14,4,5,11,3,0,0,0,185,42,32,2,11,5,15,1,0,0,225,51,lose,0,1,0,1,0,0,1,1,0,0
16,2,7,6,7,0,0,0,250,48,13,2,6,7,13,0,0,0,183,47,win,1,1,1,0,0,1,1,1,1,1
99,7,6,7,7,1,0,0,257,55,22,3,7,6,8,0,0,0,228,47,win,1,1,0,1,0,1,1,1,1,1
15,4,13,3,11,0,0,0,217,58,17,2,3,13,3,0,0,0,178,44,win,0,1,1,0,1,1,1,1,1,1
50,4,5,2,7,1,1,0,229,63,16,3,2,5,3,0,0,0,225,53,lose,1,1,1,0,1,1,1,1,1,1
20,2,1,11,2,0,0,0,177,48,21,6,11,1,13,1,0,0,258,68,lose,0,0,0,1,0,0,1,1,0,0
20,0,13,8,20,1,0,0,167,28,18,2,8,13,10,0,0,0,170,34,win,1,0,1,0,1,1,1,1,0,0
16,0,10,8,12,1,0,0,203,39,13,1,8,10,6,0,1,1,229,40,lose,1,0,1,0,1,1,0,0,0,0
18,1,4,7,7,0,0,0,233,47,62,3,7,4,13,1,0,0,186,36,lose,0,0,0,1,0,0,1,1,1,1
17,2,5,7,8,0,0,0,218,54,12,3,7,5,7,1,0,0,242,73,lose,1,0,0,1,1,0,1,1,0,0
136,7,6,5,3,0,1,1,231,49,38,2,5,6,5,1,0,0,233,57,lose,1,1,1,0,0,0,1,1,0,0
17,1,10,5,11,1,0,0,224,51,37,4,5,10,5,0,0,0,220,48,win,0,0,1,0,1,1,1,1,1,1
16,4,6,7,5,1,0,0,198,68,15,3,7,6,5,0,0,0,240,56,win,1,1,0,1,1,1,1,1,0,1
14,1,6,11,6,0,0,0,209,49,14,3,11,6,12,1,1,0,204,34,lose,1,0,0,1,0,0,0,1,1,1
39,5,10,5,13,0,0,0,252,51,18,3,5,10,8,0,0,0,207,49,lose,1,1,1,0,1,1,1,1,1,1
19,6,1,4,1,1,1,0,223,50,22,5,4,1,3,0,0,0,231,55,lose,0,1,0,1,0,1,1,1,0,0
42,8,5,10,4,1,0,0,224,39,20,5,10,5,9,0,1,0,221,60,lose,1,1,0,1,0,1,0,1,1,0
15,0,3,3,2,0,1,0,232,52,12,0,3,3,5,0,0,0,237,56,lose,1,1,1,1,0,1,1,1,0,0
13,1,5,11,8,0,0,0,190,39,15,1,11,5,15,1,1,0,189,44,lose,0,1,0,1,0,0,0,1,1,0
16,2,6,5,4,1,0,0,236,53,56,5,5,6,5,0,0,0,218,49,lose,0,0,1,0,0,1,1,1,1,1
48,2,4,4,3,0,1,0,213,64,18,0,4,4,6,1,0,0,238,56,lose,1,1,1,1,0,0,1,1,0,1
15,4,2,8,1,0,0,0,200,50,19,1,8,2,7,1,0,0,253,48,lose,0,1,0,1,0,0,1,1,0,1
12,3,15,5,18,1,0,1,250,39,22,1,5,15,4,0,1,0,171,44,win,0,1,1,0,1,1,0,1,1,0
13,2,8,3,9,1,0,0,220,50,17,4,3,8,2,0,0,0,229,65,win,0,0,1,0,1,1,1,1,0,0
18,2,7,2,10,0,0,0,211,52,15,3,2,7,3,1,0,0,232,64,win,1,0,1,0,1,0,1,1,0,0
24,0,8,2,9,1,0,1,211,24,36,5,2,8,3,0,0,0,210,76,win,0,0,1,0,1,1,1,1,1,0
14,1,3,3,3,0,0,0,228,45,39,1,3,3,3,0,0,0,234,56,lose,0,1,1,1,1,1,1,1,0,0
35,3,6,9,8,1,0,0,205,55,20,2,9,6,16,0,0,0,208,56,lose,1,1,0,1,0,1,1,1,0,0
14,3,6,9,9,1,0,0,188,53,15,1,9,6,6,0,0,0,224,57,lose,0,1,0,1,1,1,1,1,0,0
14,2,9,6,8,0,0,0,203,47,101,4,6,9,7,1,0,0,225,36,lose,0,0,1,0,1,0,1,1,0,1
16,2,1,4,1,0,0,0,230,56,53,1,4,1,4,0,0,0,193,52,win,0,1,0,1,0,1,1,1,1,1
17,3,12,4,10,1,0,0,263,49,19,4,4,12,4,0,1,0,148,73,win,0,0,1,0,1,1,0,1,1,0
16,4,8,3,12,1,0,0,243,48,17,5,3,8,4,0,0,0,203,44,lose,0,0,1,0,1,1,1,1,1,1
15,2,16,10,17,1,1,0,193,48,43,1,10,16,11,0,0,0,162,32,win,0,1,1,0,1,1,1,1,1,1
17,3,2,6,2,0,0,0,230,62,41,4,6,2,9,1,0,0,250,70,lose,0,0,0,1,0,0,1,1,0,0
17,2,4,3,5,0,0,0,246,40,49,2,3,4,3,1,0,0,210,52,lose,0,1,1,0,1,0,1,1,1,0
16,5,6,9,4,0,0,0,203,40,20,5,9,6,14,1,0,0,216,51,win,0,1,0,1,0,0,1,1,0,0
14,2,5,3,4,1,0,0,223,44,14,1,3,5,3,0,0,0,219,64,win,1,1,1,0,1,1,1,1,1,0
17,0,4,2,4,0,0,0,183,47,14,3,2,4,3,1,1,0,214,56,win,1,0,1,0,1,0,0,1,0,0
18,5,10,4,11,0,0,0,249,41,41,3,4,10,1,1,0,0,217,52,win,0,1,1,0,1,0,1,1,1,0
19,5,13,12,19,0,0,0,195,28,16,2,12,13,20,0,1,0,180,40,lose,1,1,1,0,0,1,0,1,1,0
14,4,5,6,6,1,0,0,200,59,31,3,6,5,8,0,0,0,212,48,lose,0,1,0,1,0,1,1,1,0,1
18,2,5,3,5,1,0,0,219,60,13,1,3,5,2,0,1,0,234,64,win,1,1,1,0,1,1,0,1,0,0
16,1,9,3,6,1,0,0,269,51,12,1,3,9,4,0,1,0,194,43,win,1,1,1,0,1,1,0,1,1,1
17,3,6,4,7,0,0,0,232,64,14,0,4,6,4,1,0,0,210,72,win,1,1,1,0,1,0,1,1,1,0
14,2,3,7,2,0,0,0,198,59,13,3,7,3,9,1,1,0,263,72,win,1,0,0,1,0,0,0,1,0,0
18,2,14,6,10,0,1,0,220,49,16,1,6,14,7,1,0,0,204,30,win,1,1,1,0,1,0,1,1,1,1
12,4,6,6,3,0,0,0,237,40,18,2,6,6,5,0,0,0,192,56,win,0,1,1,1,0,1,1,1,1,0
68,2,13,3,19,0,1,0,138,40,17,5,3,13,2,1,0,0,243,63,lose,1,0,1,0,1,0,1,1,0,0
19,4,4,8,5,0,0,0,208,44,19,5,8,4,10,0,0,0,217,42,lose,1,0,0,1,0,1,1,1,0,1
55,2,8,6,7,1,0,0,215,47,17,1,6,8,9,0,0,0,192,40,lose,1,1,1,0,0,1,1,1,1,1
18,3,4,6,2,0,1,0,218,56,45,3,6,4,5,1,0,0,221,48,win,0,1,0,1,0,0,1,1,0,1
26,2,2,5,5,0,0,0,165,32,13,4,5,2,4,1,0,0,206,60,lose,1,0,0,1,1,0,1,1,0,0
17,2,6,3,7,1,0,1,221,48,12,2,3,6,4,0,0,0,213,41,win,1,1,1,0,1,1,1,1,1,1
17,1,3,7,2,0,0,0,232,72,16,4,7,3,6,1,1,0,244,52,win,1,0,0,1,0,0,0,1,0,1
17,2,6,7,5,1,0,0,190,59,16,1,7,6,12,0,0,0,230,53,win,1,1,0,1,0,1,1,1,0,1
14,1,4,2,4,1,0,0,232,52,14,0,2,4,2,0,0,0,206,40,win,1,1,1,0,1,1,1,1,1,1
21,3,3,2,4,1,0,0,250,53,92,5,2,3,4,0,0,0,215,52,lose,0,0,1,0,1,1,1,1,1,1
76,3,6,4,9,1,0,0,233,64,18,1,4,6,7,0,0,0,201,67,win,1,1,1,0,1,1,1,1,1,0
16,2,4,13,4,0,0,0,207,47,55,4,13,4,16,1,0,0,239,46,lose,0,0,0,1,0,0,1,1,0,1
17,1,2,6,2,0,0,0,205,51,22,2,6,2,4,1,0,0,218,64,lose,0,0,0,1,0,0,1,1,0,0
48,3,4,3,3,1,1,0,227,48,18,3,3,4,3,0,0,0,217,63,win,1,1,1,0,1,1,1,1,1,0
20,1,9,14,10,0,0,0,183,32,15,4,14,9,16,1,1,1,214,51,lose,1,0,0,1,0,0,0,0,0,0
14,4,8,3,7,1,0,0,210,55,21,1,3,8,7,0,0,0,203,39,win,0,1,1,0,1,1,1,1,1,1
20,5,9,8,13,1,0,0,205,28,18,3,8,9,7,0,1,0,213,36,win,1,1,1,0,1,1,0,1,0,0
11,3,5,8,9,0,0,0,179,39,16,3,8,5,8,0,0,1,264,55,lose,0,1,0,1,1,1,1,0,0,0
15,4,11,10,9,0,1,0,191,36,18,2,10,11,11,0,0,0,198,44,lose,0,1,1,0,0,1,1,1,0,0
22,6,6,7,6,0,0,0,243,60,17,6,7,6,10,0,0,0,194,36,win,1,1,0,1,0,1,1,1,1,1
15,0,4,2,5,0,0,0,227,48,16,1,2,4,2,0,0,0,228,73,win,0,0,1,0,1,1,1,1,0,0
11,1,8,9,6,0,0,0,224,37,17,2,9,8,8,0,0,0,223,57,lose,0,0,0,1,0,1,1,1,1,0
19,2,8,7,12,1,1,0,213,57,26,4,7,8,6,0,0,0,179,60,lose,0,0,1,0,1,1,1,1,1,0
64,4,12,6,18,0,1,1,218,37,21,4,6,12,8,1,0,0,191,44,lose,1,1,1,0,1,0,1,1,1,0
14,1,5,4,5,0,0,0,195,61,48,3,4,5,3,1,0,0,237,61,lose,0,0,1,0,1,0,1,1,0,1
10,4,7,4,4,0,1,1,197,55,17,3,4,7,3,1,0,0,178,63,win,0,1,1,0,1,0,1,1,1,0
17,3,3,11,3,0,0,0,227,41,22,2,11,3,11,1,0,0,218,48,lose,0,1,0,1,0,0,1,1,1,0
16,6,5,6,5,0,0,0,212,66,19,3,6,5,7,1,1,0,210,49,win,0,1,0,1,0,0,0,1,1,1
18,2,10,5,9,0,1,1,228,59,12,1,5,10,8,1,0,0,187,36,win,1,1,1,0,1,0,1,1,1,1
15,0,2,4,2,0,0,0,222,45,15,1,4,2,5,1,1,0,216,46,lose,1,0,0,1,0,0,0,1,1,0
13,4,6,8,7,0,0,0,226,44,17,1,8,6,9,0,0,0,190,30,lose,0,1,0,1,0,1,1,1,1,1
19,5,6,6,4,0,0,0,222,57,19,3,6,6,8,1,0,0,211,58,lose,1,1,1,1,0,0,1,1,1,0
21,1,3,7,2,0,0,0,222,49,17,4,7,3,5,1,1,1,228,44,lose,1,0,0,1,0,0,0,0,0,1
14,0,10,4,13,1,0,0,243,53,53,4,4,10,5,0,0,0,189,62,win,0,0,1,0,1,1,1,1,1,0
22,2,6,6,4,1,1,0,213,56,14,1,6,6,8,0,0,0,206,40,win,1,1,1,1,0,1,1,1,1,1
13,1,5,16,4,0,0,0,196,64,15,1,16,5,22,1,0,0,210,47,lose,0,1,0,1,0,0,1,1,0,1
13,3,6,6,9,0,0,0,248,46,17,1,6,6,9,0,0,0,241,39,lose,0,1,1,1,1,1,1,1,1,1
15,4,4,3,2,0,1,0,250,52,21,4,3,4,3,1,0,0,213,64,win,0,1,1,0,0,0,1,1,1,0
16,2,6,3,7,0,1,0,226,60,12,2,3,6,3,0,0,0,214,55,win,1,1,1,0,1,1,1,1,1,1
21,3,1,1,3,0,0,0,249,72,17,4,1,1,0,1,0,0,230,60,lose,1,0,1,1,1,0,1,1,1,1
18,3,7,8,6,0,0,0,207,48,35,2,8,7,9,0,1,0,244,52,lose,0,1,0,1,0,1,0,1,0,0
14,1,7,6,7,0,0,0,228,51,121,3,6,7,5,0,1,0,188,48,lose,0,0,1,0,1,1,0,1,1,1
16,5,7,6,9,1,0,0,230,59,51,6,6,7,6,0,0,0,218,48,win,0,0,1,0,1,1,1,1,1,1
23,3,6,5,8,1,1,0,234,74,16,2,5,6,2,0,0,0,170,52,win,1,1,1,0,1,1,1,1,1,1
18,4,3,4,3,0,0,0,212,42,18,2,4,3,1,1,0,0,212,43,lose,1,1,0,1,1,0,1,1,1,0
16,0,1,11,1,0,1,0,173,49,15,1,11,1,13,0,0,0,255,54,lose,1,0,0,1,0,1,1,1,0,0
52,2,6,5,12,0,0,1,215,43,19,3,5,6,4,1,1,2,239,71,win,1,0,1,0,1,0,0,0,0,0
54,4,6,16,3,0,0,0,154,44,21,5,16,6,20,0,0,0,237,32,lose,1,0,0,1,0,1,1,1,0,1
28,4,4,7,6,0,0,0,211,57,15,5,7,4,8,1,1,0,232,60,lose,1,0,0,1,0,0,0,1,0,0
13,1,1,10,1,0,0,0,223,32,37,1,10,1,16,1,0,0,189,32,lose,0,1,0,1,0,0,1,1,1,1
15,3,9,4,11,0,1,1,217,60,19,1,4,9,3,1,0,0,219,48,win,0,1,1,0,1,0,1,1,0,1
14,3,2,7,2,0,0,0,206,60,16,2,7,2,7,1,1,0,243,55,lose,0,1,0,1,0,0,0,1,0,1
19,3,3,2,1,1,0,0,234,40,15,1,2,3,0,0,0,0,253,40,win,1,1,1,0,1,1,1,1,0,1
80,0,5,7,5,1,0,0,213,76,15,2,7,5,6,0,1,0,218,68,lose,1,0,0,1,0,1,0,1,0,1
18,5,4,1,9,1,0,0,200,59,16,5,1,4,2,0,0,0,239,40,win,1,1,1,0,1,1,1,1,0,1
19,2,9,7,9,0,0,0,200,42,16,2,7,9,6,0,1,0,196,32,win,1,1,1,0,1,1,0,1,1,1
16,4,5,12,3,0,0,0,198,39,19,4,12,5,15,1,0,0,217,52,lose,0,1,0,1,0,0,1,1,0,0
17,0,5,5,7,1,0,0,218,52,34,3,5,5,10,0,0,0,184,56,win,0,0,1,1,0,1,1,1,1,0
12,3,8,7,7,1,0,0,184,44,14,1,7,8,7,0,0,0,196,51,win,0,1,1,0,1,1,1,1,0,0
17,1,9,2,5,0,0,0,238,48,13,4,2,9,1,0,0,0,208,44,win,1,0,1,0,1,1,1,1,1,1
13,2,5,0,4,1,0,0,223,51,10,1,0,5,0,0,0,0,210,48,win,1,1,1,0,1,1,1,1,1,1
16,3,2,9,2,0,0,0,220,38,18,1,9,2,4,1,1,0,245,60,lose,0,1,0,1,0,0,0,1,0,0
18,1,3,8,7,0,0,0,185,48,20,8,8,3,7,1,0,0,230,48,lose,0,0,0,1,1,0,1,1,0,1
12,3,5,5,9,0,1,0,246,52,13,1,5,5,6,0,0,0,205,55,win,0,1,1,1,1,1,1,1,1,0
91,6,2,7,4,1,0,0,215,52,39,4,7,2,7,0,1,0,189,52,lose,1,1,0,1,0,1,0,1,1,1
11,0,4,8,6,0,0,0,194,30,15,2,8,4,7,1,0,0,223,41,lose,0,0,0,1,0,0,1,1,0,0
13,10,8,10,8,1,0,0,230,61,43,5,10,8,10,0,0,0,185,35,lose,0,1,0,1,0,1,1,1,1,1
17,2,4,2,4,0,0,0,238,60,19,4,2,4,0,0,0,0,245,48,lose,0,0,1,0,1,1,1,1,0,1
16,5,5,10,6,0,0,0,225,50,16,3,10,5,8,1,0,0,251,69,win,1,1,0,1,0,0,1,1,0,0
14,3,9,5,6,0,1,0,233,57,15,0,5,9,4,0,0,0,200,54,win,0,1,1,0,1,1,1,1,1,1
36,4,11,13,11,0,0,0,165,36,16,5,13,11,8,0,1,0,203,44,win,1,0,0,1,1,1,0,1,0,0
17,5,3,3,5,0,1,0,212,44,55,3,3,3,5,1,0,0,210,38,lose,0,1,1,1,1,0,1,1,1,1
10,17,8,7,6,0,1,1,216,50,41,1,7,8,13,1,0,0,202,55,win,0,1,1,0,0,0,1,1,1,0
40,4,1,8,3,0,0,0,212,40,15,3,8,1,9,1,0,0,247,43,lose,1,1,0,1,0,0,1,1,0,0
15,4,4,3,3,1,0,0,237,62,19,5,3,4,3,0,1,0,231,47,win,0,0,1,0,1,1,0,1,1,1
13,1,2,14,3,0,0,0,195,67,18,1,14,2,21,1,1,1,189,48,lose,0,1,0,1,0,0,0,0,1,1
14,3,8,11,7,1,1,0,209,56,16,2,11,8,12,0,0,0,188,43,lose,0,1,0,1,0,1,1,1,1,1
93,4,5,7,4,0,0,0,220,38,16,5,7,5,9,0,0,0,228,52,lose,1,0,0,1,0,1,1,1,0,0
15,3,10,4,11,0,0,0,228,36,16,3,4,10,5,1,1,0,192,52,win,0,1,1,0,1,0,0,1,1,0
10,5,16,13,16,1,1,0,188,32,15,1,13,16,10,0,0,0,191,52,win,0,1,1,0,1,1,1,1,0,0
26,2,8,8,8,0,1,0,192,47,16,4,8,8,7,1,0,0,224,62,lose,1,0,1,1,1,0,1,1,0,0
23,2,6,3,7,1,0,0,238,53,17,3,3,6,4,0,0,0,228,39,win,1,0,1,0,1,1,1,1,1,1
23,3,11,6,12,0,0,0,214,30,21,7,6,11,5,0,0,0,230,53,lose,1,0,1,0,1,1,1,1,0,0
11,2,5,7,3,0,0,0,171,35,15,2,7,5,6,1,0,0,230,68,win,0,1,0,1,0,0,1,1,0,0
18,1,3,7,3,0,0,0,214,56,15,2,7,3,9,1,0,0,258,64,win,1,0,0,1,0,0,1,1,0,0
37,6,2,7,4,0,0,0,232,50,55,7,7,2,10,1,0,0,211,59,lose,0,0,0,1,0,0,1,1,1,0
42,3,7,3,4,1,0,0,217,48,13,14,3,7,2,0,0,0,180,56,win,1,0,1,0,1,1,1,1,1,0
61,0,3,13,4,0,0,0,167,38,16,2,13,3,20,1,0,0,187,58,lose,1,0,0,1,0,0,1,1,0,0
43,5,8,2,11,1,0,0,204,51,17,1,2,8,1,0,0,0,211,46,lose,1,1,1,0,1,1,1,1,0,1
18,1,7,10,8,0,0,0,193,44,13,5,10,7,12,0,0,0,234,40,lose,1,0,0,1,0,1,1,1,0,1
16,4,8,0,12,1,0,0,222,52,15,2,0,8,0,0,0,0,232,52,win,1,1,1,0,1,1,1,1,0,1
12,2,11,7,11,1,1,0,178,50,17,2,7,11,12,0,0,0,195,22,win,0,1,1,0,0,1,1,1,0,1
17,3,8,7,14,0,0,0,219,44,12,2,7,8,8,1,0,0,221,52,win,1,1,1,0,1,0,1,1,0,0
18,4,5,4,5,0,1,0,234,45,35,4,4,5,5,1,0,0,232,48,lose,0,1,1,0,1,0,1,1,1,0
16,2,0,7,0,0,0,0,199,44,23,3,7,0,13,1,0,0,250,57,lose,0,0,0,1,0,0,1,1,0,0
26,2,4,9,3,0,0,0,229,61,13,4,9,4,11,1,1,0,219,56,lose,1,0,0,1,0,0,0,1,1,1
15,5,7,7,6,1,0,0,181,54,18,4,7,7,4,0,0,0,211,56,lose,0,1,1,1,1,1,1,1,0,0
11,3,4,6,5,0,1,0,233,69,42,5,6,4,9,1,0,0,230,53,win,0,0,0,1,0,0,1,1,1,1
20,2,8,7,12,1,0,0,229,48,12,7,7,8,8,0,0,0,204,52,win,1,0,1,0,1,1,1,1,1,0
17,3,4,4,5,0,0,0,221,48,14,2,4,4,3,0,0,0,205,56,lose,1,1,1,1,1,1,1,1,1,0
17,4,8,8,9,1,1,0,205,64,17,2,8,8,9,0,0,0,194,36,win,1,1,1,1,1,1,1,1,1,1
11,0,5,5,5,0,0,1,242,52,13,1,5,5,8,0,0,0,228,37,win,0,0,1,1,0,1,1,1,1,1
44,1,7,12,12,0,1,0,192,56,28,1,12,7,10,1,0,0,220,45,lose,1,1,0,1,1,0,1,1,0,1
11,0,14,5,9,1,0,0,213,46,13,1,5,14,5,0,0,0,176,49,win,0,0,1,0,1,1,1,1,1,0
21,5,8,4,7,1,0,1,190,56,86,2,4,8,4,0,1,0,176,68,win,0,1,1,0,1,1,0,1,1,0
17,3,4,10,7,1,0,0,200,40,16,2,10,4,10,0,1,0,194,45,lose,1,1,0,1,0,1,0,1,1,0
14,2,7,10,3,0,0,0,199,52,19,5,10,7,14,1,0,0,211,48,lose,0,0,0,1,0,0,1,1,0,1
18,1,5,7,9,0,0,0,216,44,14,3,7,5,4,1,0,0,208,58,lose,1,0,0,1,1,0,1,1,1,0
20,3,9,5,13,0,1,2,225,49,42,3,5,9,10,1,0,0,184,49,win,0,1,1,0,1,0,1,1,1,1
13,2,10,10,8,0,1,0,194,58,18,3,10,10,14,1,0,0,182,47,lose,0,0,1,1,0,0,1,1,1,1
20,4,7,3,8,1,1,0,250,64,169,2,3,7,3,0,0,0,209,47,win,0,1,1,0,1,1,1,1,1,1
54,2,8,4,6,1,1,0,240,48,12,2,4,8,5,0,0,0,231,68,lose,1,1,1,0,1,1,1,1,1,0
16,6,3,4,2,0,1,0,223,48,19,4,4,3,7,1,0,0,246,67,lose,0,1,0,1,0,0,1,1,0,0
17,2,2,8,1,0,1,0,206,60,16,4,8,2,5,1,0,0,243,56,lose,1,0,0,1,0,0,1,1,0,1
39,5,1,4,2,0,0,0,248,54,17,20,4,1,6,0,0,0,264,64,win,1,0,0,1,0,1,1,1,0,0
22,4,8,6,7,1,0,0,237,53,50,1,6,8,9,0,0,0,205,72,win,0,1,1,0,0,1,1,1,1,0
18,4,6,7,9,1,0,0,171,63,13,3,7,6,9,0,0,0,211,52,lose,1,1,0,1,1,1,1,1,0,1
41,4,9,6,10,1,0,0,216,44,17,2,6,9,5,0,0,0,213,56,lose,1,1,1,0,1,1,1,1,1,0
18,6,1,5,0,1,0,0,234,64,18,3,5,1,7,0,1,0,238,42,lose,1,1,0,1,0,1,0,1,0,1
16,3,3,2,4,1,0,0,238,42,15,1,2,3,3,0,1,0,197,54,lose,1,1,1,0,1,1,0,1,1,0
15,1,8,4,7,0,0,0,254,37,14,0,4,8,3,0,0,0,214,57,win,1,1,1,0,1,1,1,1,1,0
39,4,4,8,5,0,0,0,185,50,16,6,8,4,9,0,0,0,217,43,lose,1,0,0,1,0,1,1,1,0,1
15,6,4,4,7,0,0,0,267,47,14,2,4,4,5,1,0,0,224,80,win,1,1,1,1,1,0,1,1,1,0
12,2,4,13,3,0,1,0,158,44,15,1,13,4,5,1,0,0,243,68,lose,0,1,0,1,0,0,1,1,0,0
14,2,12,5,10,1,0,0,222,56,15,1,5,12,7,0,0,0,180,46,win,0,1,1,0,1,1,1,1,1,1
19,4,15,4,23,1,0,1,234,59,15,2,4,15,6,0,0,0,176,34,win,1,1,1,0,1,1,1,1,1,1
16,3,13,9,12,0,0,0,187,55,14,1,9,13,8,1,0,0,200,56,win,1,1,1,0,1,0,1,1,0,0
12,3,7,4,6,1,0,0,240,62,38,1,4,7,7,0,0,0,187,48,win,0,1,1,0,0,1,1,1,1,1
15,3,10,7,12,0,0,0,197,52,15,2,7,10,7,1,0,0,201,48,win,1,1,1,0,1,0,1,1,0,1
20,6,13,2,13,0,1,0,255,55,15,2,2,13,2,0,0,0,192,32,win,1,1,1,0,1,1,1,1,1,1
14,3,4,8,4,1,0,0,236,49,17,3,8,4,13,0,0,0,225,64,lose,0,1,0,1,0,1,1,1,1,0
18,2,5,6,7,1,0,0,210,51,65,4,6,5,8,0,0,0,222,31,lose,0,0,0,1,0,1,1,1,0,1
16,2,6,4,4,1,0,0,245,50,16,2,4,6,3,0,0,0,212,58,lose,1,1,1,0,1,1,1,1,1,0
22,1,9,3,16,0,1,0,243,44,15,3,3,9,6,1,0,0,210,68,lose,1,0,1,0,1,0,1,1,1,0
10,0,8,10,10,0,0,0,208,42,13,3,10,8,9,1,0,0,191,40,lose,0,0,0,1,1,0,1,1,1,1
14,2,10,5,12,1,0,0,253,51,19,0,5,10,5,0,0,0,176,36,win,0,1,1,0,1,1,1,1,1,1
39,1,7,6,7,0,0,0,176,42,14,2,6,7,6,0,0,0,173,49,lose,1,0,1,0,1,1,1,1,1,0
19,0,6,8,4,1,0,0,217,56,23,3,8,6,14,0,0,0,215,49,lose,0,0,0,1,0,1,1,1,1,1
16,5,10,8,12,1,0,0,191,59,27,2,8,10,9,0,1,0,194,56,lose,0,1,1,0,1,1,0,1,0,1
12,4,6,4,5,0,1,0,229,40,15,2,4,6,5,0,0,0,227,54,lose,0,1,1,0,1,1,1,1,1,0
30,3,6,4,5,1,0,0,211,51,20,3,4,6,5,0,0,0,208,46,win,1,1,1,0,1,1,1,1,1,1
19,2,9,4,11,0,0,1,224,41,17,0,4,9,3,1,0,0,176,49,win,1,1,1,0,1,0,1,1,1,0
19,6,4,5,5,1,0,0,246,60,18,5,5,4,8,0,0,0,273,49,win,1,1,0,1,0,1,1,1,0,1
16,4,7,12,4,0,0,0,193,52,14,4,12,7,7,0,0,0,243,47,lose,1,1,0,1,0,1,1,1,0,1
35,2,6,5,6,0,0,0,233,50,16,3,5,6,6,1,0,0,242,68,lose,1,0,1,0,1,0,1,1,0,0
80,1,5,5,5,0,0,0,174,40,19,1,5,5,5,1,0,0,207,51,lose,1,1,1,1,1,0,1,1,0,0
17,3,3,2,6,1,1,0,226,40,38,2,2,3,2,0,0,0,253,57,lose,0,1,1,0,1,1,1,1,0,0
13,1,7,6,8,1,1,0,216,50,9,2,6,7,11,0,0,0,242,55,lose,1,0,1,0,0,1,1,1,0,0
20,7,11,2,16,0,0,0,232,48,16,3,2,11,2,1,1,0,191,64,win,1,1,1,0,1,0,0,1,1,0
16,12,9,4,8,1,0,0,225,56,36,4,4,9,1,0,0,0,258,56,win,0,1,1,0,1,1,1,1,0,1
15,2,5,5,4,0,0,0,222,72,12,4,5,5,8,1,1,0,220,60,win,1,0,1,1,0,0,0,1,1,1
12,2,6,3,5,0,0,0,221,40,12,0,3,6,3,1,0,0,209,40,lose,1,1,1,0,1,0,1,1,1,1
17,4,4,5,4,1,1,0,227,57,16,3,5,4,9,0,0,0,225,56,lose,1,1,0,1,0,1,1,1,1,1
17,2,5,5,4,0,0,0,216,49,38,4,5,5,6,0,0,0,200,43,lose,0,0,1,1,0,1,1,1,1,1
37,2,7,4,6,1,1,0,249,44,19,2,4,7,3,0,0,0,170,47,win,1,1,1,0,1,1,1,1,1,0
49,4,10,13,9,1,1,0,194,50,17,0,13,10,10,0,0,0,198,61,lose,1,1,0,1,0,1,1,1,0,0
48,1,5,4,5,1,0,0,185,44,15,1,4,5,2,0,0,0,226,44,lose,1,1,1,0,1,1,1,1,0,1
38,3,4,9,4,0,0,0,216,55,12,3,9,4,12,0,0,0,220,49,lose,1,1,0,1,0,1,1,1,0,1
17,2,7,2,5,0,1,0,254,40,17,1,2,7,2,0,0,0,230,41,win,1,1,1,0,1,1,1,1,1,0
37,3,6,5,7,1,0,0,217,44,15,3,5,6,5,0,0,0,233,59,win,1,1,1,0,1,1,1,1,0,0
11,2,1,6,2,0,0,0,204,48,83,1,6,1,5,0,0,0,240,56,lose,0,1,0,1,0,1,1,1,0,0
19,2,8,3,7,1,0,0,248,77,15,4,3,8,2,0,0,0,211,52,win,1,0,1,0,1,1,1,1,1,1
16,1,7,6,10,1,0,0,201,57,17,3,6,7,2,0,0,0,232,42,win,0,0,1,0,1,1,1,1,0,1
15,14,9,6,10,0,0,0,195,50,37,2,6,9,8,0,0,0,247,40,lose,0,1,1,0,1,1,1,1,0,1
19,5,6,9,8,0,1,0,217,52,18,3,9,6,10,1,0,0,229,46,win,1,1,0,1,0,0,1,1,0,1
14,4,5,6,5,1,0,0,208,48,16,1,6,5,5,0,0,0,218,50,lose,0,1,0,1,1,1,1,1,0,0
18,3,13,10,17,0,0,0,201,47,15,2,10,13,17,1,0,0,195,40,lose,1,1,1,0,1,0,1,1,1,1
18,2,4,12,6,0,0,0,213,44,16,1,12,4,12,1,1,1,205,64,lose,1,1,0,1,0,0,0,0,1,0
17,3,7,15,11,0,0,0,189,48,16,5,15,7,20,1,0,0,234,56,win,1,0,0,1,0,0,1,1,0,0
